address,geometry
"4660 136TH AVE, HOLLAND, MI","[-86.1171737, 42.8527823]"
"3575 128TH AVEUNE, HOLLAND, MI","[-86.0997008, 42.8329381]"
"242 HOWARD AVENUE, HOLLAND, MI","[-86.1187341, 42.7984439]"
"455 DOUGLAS AVE, HOLLAND, MI","[-86.13041319999999, 42.7983616]"
"13295 REFLECTIONS DR, HOLLAND, MI","[-86.11108089999999, 42.8364434]"
"13350 QUINCY ST, HOLLAND, MI","[-86.112354, 42.8404421]"
"100 ANILINE AVE N, HOLLAND, MI","[-86.128329, 42.7989693]"
"365 BUTTERNUT DR, HOLLAND, MI","[-86.1177247, 42.8087803]"
"4470 128TH AVENUE, HOLLAND, MI","[-86.0977906, 42.8496073]"
"12875 RANSOM ST., HOLLAND, MI","[-86.09974059999999, 42.8493313]"
"13664 ROCKY'S ROAD, HOLLAND, MI","[-86.1204496, 42.8605466]"
"6227 136TH AVE., OLIVE TWP, MI","[-86.1202308, 42.88214809999999]"
"3565 HIGHLAND DRIVE, HUDSONVILLE, MI","[-85.8692532, 42.8538491]"
"2414 CHICAGO DRIVE, HUDSONVILLE, MI","[-85.8437252, 42.8793713]"
"3741 PERRY STREET, HUDSONVILLE, MI","[-85.87482589999999, 42.7971893]"
"2472 PORT SHELDON ST, JENISON, MI","[-85.84334489999999, 42.8863563]"
"425 BALDWIN ST., JENISON, MI","[-85.7925707, 42.9074085]"
"2472 PORT SHELDON ST, JENISON, MI","[-85.84334489999999, 42.8863563]"
"0-1765 CHICAGO DRIVE, JENISON, MI","[-85.8261337, 42.8914871]"
"SE, NE, NE, T19N R18W, SEC 27, HAMLIN LAKE, MI","[-86.4642666, 44.0557351]"
"5379 WEST 6TH ST, LUDINGTON, MI","[-86.4119596, 43.9417008]"
"218 EAST DOWLAND STREET, LUDINGTON, MI","[-86.4451007, 43.9490381]"
"905 CONRAD INDL DR, LUDINGTON, MI","[-86.42434039999999, 43.9470261]"
"3525 SOUTH LAKESHORE DR, LUDINGTON, MI","[-86.4447055, 43.8921432]"
"ONE LONGFELLOW PLACE, LUDINGTON, MI","[-86.44594169999999, 43.96894899999999]"
"906 E. LUDINGTON AVE, LUDINGTON, MI","[-86.4337163, 43.9556038]"
"800 N. WASHINGTON AVE., LUDINGTON, MI","[-86.4390894, 43.9649899]"
"200 S JACKSON RD, LUDINGTON, MI","[-86.4279045, 43.95382300000001]"
"5732 W US 10, LUDINGTON, MI","[-88.3245977, 44.21224489999999]"
"5795 6TH STREET, LUDINGTON, MI","[-86.4225687, 43.9416658]"
"1600 S. MADISON ST., LUDINGTON, MI","[-86.4364109, 43.9405194]"
"3370 W. FISHER ROAD, LUDINGTON, MI","[-86.3659497, 43.9993298]"
"5621 E FIRST STREET, LUDINGTON, MI","[-86.41651259999999, 43.9488497]"
"7690 M-116, LUDINGTON, MI","[-86.4758415, 44.0010065]"
"902 N ROWE, LUDINGTON, MI","[-86.44521929999999, 43.9675291]"
"830 S PERE MARQUETTE HWY, LUDINGTON, MI","[-86.41627009999999, 43.941724]"
"2086 US-27 SOUTH, GAYLORD, MI","[-84.67614739999999, 44.99985119999999]"
"1125 COMSTOCK STREET, MARNE, MI","[-85.8161779, 43.0389286]"
"1239 COMSTOCK ST., MARNE, MI","[-85.8186241, 43.0390903]"
"5331 WEST MICHIGAN AVENUE, YPSILANTI, MI","[-83.6751496, 42.21025909999999]"
"5353 WILCOX ST., MONTAGUE, MI","[-86.372158, 43.4099289]"
"6270 WILKES RD, MONTAGUE, MI","[-86.39799810000001, 43.3945569]"
"9350 WALSH RD, MONTAGUE, MI","[-86.345581, 43.4278869]"
"11165 CHASE ROAD, MONTAGUE, MI","[-86.4273524, 43.462229]"
"5230 INDUSTRIAL PARK DR, MONTAGUE, MI","[-86.36864020000002, 43.40530649999999]"
"8786 WATER ST, MONTAGUE, MI","[-86.35347379999999, 43.4181709]"
"259 OTTAWA ST, MUSKEGON, MI","[-86.2376251, 43.24834389999999]"
"1250 NINTH, MUSKEGON, MI","[-86.2603391, 43.2299089]"
"2875 LINCOLN ST, MUSKEGON, MI","[-86.3045959, 43.2014772]"
"1188 LAKESHORE DR, MUSKEGON, MI","[-86.2719666, 43.2281937]"
"1085 W. SHERMAN BLVD, MUSKEGON, MI","[-86.27005729999999, 43.2050421]"
"823B  W WESTERN, MUSKEGON, MI","[-86.26308, 43.2292152]"
"1806 BEIDLER, MUSKEGON, MI","[-86.2614416, 43.2198547]"
"1060 JUDSON RD, MUSKEGON, MI","[-86.21910539999999, 43.1258188]"
"1165 N GATEWAY BLVD, MUSKEGON, MI","[-86.2159291, 43.1434124]"
"1965 SANFORD ST., MUSKEGON, MI","[-86.24593689999999, 43.2167915]"
"2817 MCCRACKEN ST, MUSKEGON, MI","[-86.29357929999999, 43.2017005]"
"2700 WICKHAM DR, MUSKEGON, MI","[-86.28151849999999, 43.2039415]"
"1148 W.  WESTERN AVE, MUSKEGON, MI","[-86.27124719999999, 43.2294715]"
"1355 W SHERMAN BLVD, MUSKEGON, MI","[-86.2764753, 43.2049768]"
"1146 N GATEWAY BOULEVARD, MUSKEGON, MI","[-86.2164055, 43.14478920000001]"
"2925 LINCOLN ST, MUSKEGON, MI","[-86.30339149999999, 43.1999039]"
"2850 LINCOLN, MUSKEGON, MI","[-86.30265879999999, 43.2011895]"
"331 W LAKETON AVE, MUSKEGON, MI","[-86.251492, 43.2190875]"
"888 EAST PORTER RD, MUSKEGON, MI","[-86.222996, 43.1592964]"
"950 W BROADWAY, MUSKEGON, MI","[-86.2667256, 43.2016102]"
"2800  ESTES ST, NORTON SHORES, MI","[-86.2866335, 43.2014258]"
"711 EAST PORTER ROAD, NORTON SHORES, MI","[-86.22744209999999, 43.157326]"
"6430 NORTON CENTER DR, NORTON SHORES, MI","[-86.21704079999999, 43.1355839]"
"6582 GRAND HAVEN RD, NORTON SHORES, MI","[-86.2201376, 43.1328875]"
"2797 HENRY ST, ROOSEVLT PARK, MI","[-86.2636911, 43.2014169]"
"2050 PORT CITY BLVD AND, MUSKEGON, MI","[-86.1950402, 43.2151891]"
"11 E MUSKEGON, MUSKEGON, MI","[-86.2438536, 43.2365979]"
"2281 PORT CITY BLVD, MUSKEGON, MI","[-86.19694679999999, 43.21344]"
"2007 APPLE AVE, MUSKEGON, MI","[-86.1939677, 43.2334618]"
"5142 EVANSTON AVE, MUSKEGON, MI","[-86.1181131, 43.214182]"
"2134 NORTHWOODS DRIVE, MUSKEGON, MI","[-86.13041319999999, 43.2138566]"
"1800 E KEATING, MUSKEGON, MI","[-86.1979511, 43.2171413]"
"1953 SOUTH HARVEY STREET, MUSKEGON, MI","[-86.2055743, 43.1687799]"
"1185 E KEATING AVE, MUSKEGON, MI","[-86.215532, 43.2148102]"
"4500 E. APPLE AVE, MUSKEGON, MI","[-86.1338334, 43.23594060000001]"
"1960 S ROBERTS ST, MUSKEGON, MI","[-86.2137056, 43.2179969]"
"2400 S. SHERIDAN DRIVE, MUSKEGON, MI","[-86.1845196, 43.2092366]"
"1700 CLINTON ST, MUSKEGON, MI","[-86.2429001, 43.2221188]"
"634 OTTAWA AVE, MUSKEGON, MI","[-86.24224110000002, 43.2413905]"
"1985 E. LAKETON AVENUE, MUSKEGON, MI","[-86.19506899999999, 43.21882129999999]"
"2121 LATIMER DR, MUSKEGON, MI","[-86.1907935, 43.2133973]"
"76  GETTY STREET, MUSKEGON, MI","[-86.21997879999999, 43.2511903]"
"1950 INDUSTRIAL BOULEVARD, MUSKEGON, MI","[-86.2039568, 43.2164852]"
"4925 EVANSTON AVE, MUSKEGON, MI","[-86.12647799999999, 43.2127127]"
"2188 INDUSTRIAL BLVD, MUSKEGON, MI","[-86.2046696, 43.2144016]"
"773 E APPLE AVENUE, MUSKEGON, MI","[-86.2246634, 43.2339106]"
"820 BROTON RD, MUSKEGON, MI","[-86.0765748, 43.2381085]"
"2325 S. SHERIDAN ROAD, MUSKEGON, MI","[-86.1859918, 43.2096829]"
"1060 EAST KEATING, MUSKEGON, MI","[-86.2178349, 43.2161699]"
"1600 CRESTON ST, MUSKEGON, MI","[-86.2089803, 43.2232393]"
"1385 HUDSON ST, MUSKEGON, MI","[-86.2669239, 43.2276321]"
"2431 SOUTH HARVEY STREET, MUSKEGON, MI","[-86.2055743, 43.1687799]"
"664 W CLAY, MUSKEGON, MI","[-86.26002179999999, 43.2302005]"
"2860 MC CRACKEN, MUSKEGON, MI","[-86.29234269999999, 43.2004019]"
"1500 E SHERMAN BLVD, MUSKEGON, MI","[-86.2088215, 43.2055638]"
"2406 ROBERTS STREET, MUSKEGON, MI","[-86.2138135, 43.2099343]"
"2651 HOYT, MUSKEGON, MI","[-86.24046059999999, 43.2033956]"
"1000 E SHERMAN BLVD, MUSKEGON, MI","[-86.2186091, 43.20522620000001]"
"476 W SHERMAN, MUSKEGON, MI","[-86.2554511, 43.2054818]"
"510 W HACKLEY AVE, MUSKEGON, MI","[-86.25764149999999, 43.212983]"
"921 WEST WESTERN, MUSKEGON, MI","[-86.26633799999999, 43.2287634]"
"2652 HOYT STREET, MUSKEGON, MI","[-86.2392304, 43.2030909]"
"2350 SOUTH GETTY STREET, MUSKEGON, MI","[-86.2238495, 43.20947719999999]"
"2701 MCILWRAITH, MUSKEGON HTS, MI","[-86.23894639999999, 43.2011264]"
"2524 PARK ST, MUSKEGON HTS, MI","[-86.2540312, 43.2060302]"
"339 W HOVEY, MUSKEGON HTS, MI","[-86.2541899, 43.2084523]"
"2020 SANFORD STREET, MUSKEGON HTS, MI","[-86.24536429999999, 43.2148124]"
"525 WEST HUME AVE., MUSKEGON HTS, MI","[-86.2574035, 43.2066313]"
"2712 MCILWRAITH STREET, MUSKEGON HTS, MI","[-86.2318085, 43.2022807]"
"2708 JARMAN ST, MUSKEGON HTS, MI","[-86.2302406, 43.2035699]"
"500 AGARD RD, N MUSKEGON, MI","[-86.24607879999999, 43.3029679]"
"1004 EAST BROADWAY AVENU, NORTON SHORES, MI","[-86.2197803, 43.2019226]"
"151 N. CAUSEWAY, MUSKEGON, MI","[-86.1593494, 43.1910281]"
"1740  WHITEHALL RD, MUSKEGON, MI","[-86.26130479999999, 43.2844038]"
"3108 WHITEHALL RD, MUSKEGON, MI","[-86.2602598, 43.3126542]"
"1390 WHITEHALL ROAD, N MUSKEGON, MI","[-86.2609739, 43.2776187]"
"3005 HOLTON RD, N MUSKEGON, MI","[-86.2460758, 43.2690045]"
"4912 RUSSELL RD., TWIN LAKE, MI","[-86.2322174, 43.344811]"
"4856 FIRST ST, NEW ERA, MI","[-86.34393399999999, 43.5554657]"
"5954 W. ARTHUR ROAD, NEW ERA, MI","[-86.42636949999999, 43.5456301]"
"24549 S. M-129, UNIT C, PICKFORD, MI","[-84.3624177, 46.1501583]"
"15078 120TH AVENUE, NUNICA, MI","[-86.0848479, 43.041925]"
"5967 MAPLE ISLAND RD, NUNICA, MI","[-86.06858749999999, 43.1439325]"
"1 JAVA BLVD, NUNICA, MI","[-86.1025604, 43.0745248]"
"9109 N 72ND AVE, PENTWATER, MI","[-86.3783768, 43.8102884]"
"6503 STILES RD, PENTWATER, MI","[-86.3385705, 43.8391713]"
"474  CARROLL ST., PENTWATER, MI","[-86.4309093, 43.7778608]"
"3800 ADAMS ROAD, RAVENNA, MI","[-85.9346845, 43.1826881]"
"9366 APPLE AVE, RAVENNA, MI","[-86.0133133, 43.2354729]"
"3350 MAIN ST, RAVENNA, MI","[-85.93588419999999, 43.1925495]"
"2625  WINSTON RD., ROTHBURY, MI","[-86.342429, 43.5056636]"
"6135 BLUE STAR HIGHWAY, SAUGATUCK, MI","[-86.1477903, 42.690614]"
"130 STATE STREET, SCOTTVILLE, MI","[-86.2833444, 43.9552339]"
"1105 ARLOA DRIVE, GREENVILLE, MI","[-85.2983821, 43.1574639]"
"2185 W. BASELINE RD., SHELBY, MI","[-86.3326455, 43.6440195]"
"72 S STATE ST, SHELBY, MI","[-86.3643852, 43.6067553]"
"892 INDUSTRIAL PARK DR, SHELBY, MI","[-86.37259759999999, 43.6253419]"
"2291 OLTHOFF DR AND 2086 SHERMAN, MUSKEGON, MI","[-86.1874132, 43.2067798]"
"17150 148TH AVE, SPRING LAKE, MI","[-86.15474739999999, 43.0806931]"
"1218 PONTALUNA RD, SPRING LAKE, MI","[-86.21401259999999, 43.132435]"
"18558 171ST AVE., SPRING LAKE, MI","[-86.2114026, 43.1067249]"
"217 W SAVIDGE ST, SPRING LAKE, MI","[-86.20033269999999, 43.0771112]"
"14851 MICHAEL LANE, SPRING LAKE, MI","[-86.15729139999999, 43.0710864]"
"16960 148TH AVE, SPRING LAKE, MI","[-86.15530389999999, 43.077456]"
"345 32ND ST SW, WYOMING, MI","[-85.67462920000001, 42.9067043]"
"MAPLE ISLAND ROAD SECT 36 COLFAX TWP, WALKERVILLE, MI","[-86.0389103, 43.7721439]"
"MAPLE ISLAND RD SECTION 25 COLFAX TWP., WALKERVILLE, MI","[-86.0389103, 43.7721439]"
"SEC 30 MAPLE ISLAND RD, WALKERVILLE, MI","[-86.06700719999999, 43.2536521]"
"SEC 35 200TH AVE, WALKERVILLE, MI","[-86.0591074, 43.6422531]"
"COLFAX TWP SEC 35 JACKSON RD, WALKERVILLE, MI","[-86.0787108, 43.7433007]"
"LEAVITT TWP MAPLE ISLAND RD, WALKERVILLE, MI","[-86.0390618, 43.7587031]"
"17000  CROSWELL, WEST OLIVE, MI","[-86.2052053, 42.9208635]"
"2001 PEACH ST, WHITEHALL, MI","[-86.3299121, 43.3878472]"
"1500 & 1600 S.  WARNER ST. (HRC, PLT. 5), WHITEHALL, MI","[-86.3363732, 43.3917049]"
"555 BENSTON ROAD, WHITEHALL, MI","[-86.3385417, 43.3919803]"
"ONE MISCO DRIVE, WHITEHALL, MI","[-86.3493991, 43.3970484]"
"2571 HOLTON WHITEHALL RD, WHITEHALL, MI","[-86.3068594, 43.4098637]"
"1625 WARNER ST, WHITEHALL, MI","[-86.3357352, 43.3903289]"
"109 CARLTON ST, ZEELAND, MI","[-86.00681550000002, 42.8137646]"
"371 N CENTENNIAL, ZEELAND, MI","[-86.0112803, 42.8192466]"
"425 FAIRVIEW RD., ZEELAND, MI","[-85.99883609999999, 42.8205956]"
"3334 PRODUCTION CT., ZEELAND, MI","[-85.98241139999999, 42.8291954]"
"600 N. CENTENNIAL STREET, ZEELAND, MI","[-86.0153462, 42.8257031]"
"855 E. MAIN AVE., ZEELAND, MI","[-85.9960504, 42.8154441]"
"541 E. ROOSEVELT, ZEELAND, MI","[-86.00434369999999, 42.8202988]"
"860 E MAIN ST, ZEELAND, MI","[-85.99682659999999, 42.8120125]"
"233 W. WASHINGTON, ZEELAND, MI","[-86.02515079999999, 42.814249]"
"500 FAIRVIEW, ZEELAND, MI","[-86.0017194, 42.8230947]"
"3537 96TH AVE, ZEELAND, MI","[-86.022021, 42.83247]"
"252 N. FRANKLIN ST, ZEELAND, MI","[-86.02956209999999, 42.8162113]"
"9908 NEW HOLLAND ST, ZEELAND, MI","[-86.03056699999999, 42.8559927]"
"10224 VAN BUREN ST, ZEELAND, MI","[-86.03726569999999, 42.8696019]"
"3600 100TH AVE, ZEELAND, MI","[-86.02841769999999, 42.8345783]"
"601 EAST ROOSEVELT, ZEELAND, MI","[-86.001792, 42.8205142]"
"725 E. MAIN STREET, ZEELAND, MI","[-86.0013136, 42.8142579]"
"5615 ADAMS STREET, ZEELAND, MI","[-85.92184999999999, 42.7829353]"
"615 N FAIRVIEW ST, ZEELAND, MI","[-85.9989135, 42.8242991]"
"724  EAST WASHINGTON, ZEELAND, MI","[-86.0013929, 42.81623099999999]"
"8300 96TH AVE, ZEELAND, MI","[-86.02726299999999, 42.9195746]"
"500 EAST WASHINGTON, SUITE 150, ZEELAND, MI","[-86.00813099999999, 42.8136201]"
"500 EAST WASHINGTON STREET, SUITE 50, ZEELAND, MI","[-86.0079209, 42.81391869999999]"
"215 N. CENTENNIAL ST., ZEELAND, MI","[-86.0094629, 42.8158641]"
"1992 96TH AVE, ZEELAND, MI","[-86.0134329, 42.8031113]"
"700  56TH AVE., ZEELAND, MI","[-85.91835590000001, 42.7810788]"
"700 N. CENTENNIAL AVE, ZEELAND, MI","[-86.0131937, 42.8247914]"
"495 W WASHINGTON AVENUE, ZEELAND, MI","[-86.0327755, 42.8127077]"
"347 E. WASHINGTON AVE., ZEELAND, MI","[-86.0101135, 42.8140435]"
"8943 RILEY STREET, ZEELAND, MI","[-86.0032246, 42.8279894]"
"144 E. LINCOLN AVENUE, ZEELAND, MI","[-86.01563519999999, 42.8067365]"
"2468  84TH AVE, ZEELAND, MI","[-85.987304, 42.813688]"
"15 W COUNTY HIGHWAY 432, GULLIVER, MI","[-85.8724344, 45.97147620000001]"
"2455 OAK INDUSTRIAL DR, GRAND RAPIDS, MI","[-85.6091132, 42.975246]"
"675 CHESTNUT SW, GRAND RAPIDS, MI","[-85.68687899999999, 42.9512645]"
"1100 GODFREY, GRAND RAPIDS, MI","[-85.6844978, 42.9428321]"
"631 CHESTNUT ST SW, GRAND RAPIDS, MI","[-85.68434, 42.95186]"
"570 MARKET SW, GRAND RAPIDS, MI","[-85.68560099999999, 42.952634]"
"235 GRANDVILLE AVENUE SW, GRAND RAPIDS, MI","[-85.67405699999999, 42.9583669]"
"625 CHESTNUT SW, GRAND RAPIDS, MI","[-85.6834981, 42.9515564]"
"1300 MARKET AVE SW, GRAND RAPIDS, MI","[-85.7023047, 42.9475987]"
"1300 MARKET AVENUE SW, GRAND RAPIDS, MI","[-85.7023047, 42.9475987]"
"955  GODFREY AVE. SW, GRAND RAPIDS, MI","[-85.6841864, 42.9451927]"
"460  FULLER AVE. NE, GRAND RAPIDS, MI","[-85.63866960000001, 42.9721271]"
"835 HALL STREET S.W., GRAND RAPIDS, MI","[-85.6882469, 42.9423021]"
"950  MARKET AVE SW, GRAND RAPIDS, MI","[-85.6930811, 42.9491497]"
"114 DIVISION AVE, GRAND RAPIDS, MI","[-85.6674944, 42.9658345]"
"1100 MARKET SW, GRAND RAPIDS, MI","[-85.6977533, 42.9481679]"
"1100 HALL STREET, SW, GRAND RAPIDS, MI","[-85.69568799999999, 42.94151000000001]"
"613 NORTH AVE NE, GRAND RAPIDS, MI","[-85.6597959, 42.9739172]"
"530 BALL AVE NE, GRAND RAPIDS, MI","[-85.62885659999999, 42.9728214]"
"1648 MONROE AVENUE NW, GRAND RAPIDS, MI","[-85.6700255, 42.9930848]"
"1809 CENTURY AVE SW, GRAND RAPIDS, MI","[-85.6817901, 42.93117489999999]"
"13 MCCONNELL STREET SW, GRAND RAPIDS, MI","[-85.6690924, 42.95560589999999]"
"100 MICHIGAN ST NE, GRAND RAPIDS, MI","[-85.6649995, 42.969485]"
"900  CLANCY AVE., NE, GRAND RAPIDS, MI","[-85.66294769999999, 42.979871]"
"333 BOSTWICK AVE NE, GRAND RAPIDS, MI","[-85.6671664, 42.9696428]"
"225 GRAHAM ST SW, GRAND RAPIDS, MI","[-85.6733855, 42.950419]"
"156 W FULTON AVE, GRAND RAPIDS, MI","[-85.6727268, 42.963092]"
"415 SOUTH DIVISION, GRAND RAPIDS, MI","[-85.66794879999999, 42.9556197]"
"NE4 NW4 T30N R3W SEC 17, BAGLEY TWP, MI","[-84.6515354, 44.9683506]"
"401  AMERICAN SEATING CENTER, NW, GRAND RAPIDS, MI","[-85.67999259999999, 42.9805717]"
"2121 BRISTOL AVE NW, GRAND RAPIDS, MI","[-85.71036219999999, 43.000627]"
"2345 WALKER RD NW, GRAND RAPIDS, MI","[-85.722959, 43.0069572]"
"1650 MCREYNOLDS  NW, GRAND RAPIDS, MI","[-85.6867444, 42.99404070000001]"
"1719 ELIZABETH NW, GRAND RAPIDS, MI","[-85.682452, 42.9945228]"
"1754 ALPINE AVE NW, GRAND RAPIDS, MI","[-85.6875061, 42.9958501]"
"850 PANNELL NW, GRAND RAPIDS, MI","[-85.69105359999999, 42.998296]"
"701 ANN ST NW, GRAND RAPIDS, MI","[-85.6860621, 42.9986007]"
"227 WINTER AVE NW, GRAND RAPIDS, MI","[-85.6816096, 42.9683673]"
"1933 WILL AVE NW, GRAND RAPIDS, MI","[-85.68229149999999, 42.9986104]"
"421 ANN ST NW, GRAND RAPIDS, MI","[-85.6797643, 42.9967337]"
"844 LEONARD STREET NW, GRAND RAPIDS, MI","[-85.6898257, 42.9850191]"
"703 LEONARD STREET NW, GRAND RAPIDS, MI","[-85.6864231, 42.9853845]"
"445  6TH ST NW, GRAND RAPIDS, MI","[-85.6824693, 42.977273]"
"675 RICHMOND STREET NW, GRAND RAPIDS, MI","[-85.68562089999999, 42.9932395]"
"1642 BROADWAY NW, GRAND RAPIDS, MI","[-85.67888169999999, 42.9941987]"
"404 BRIDGE STREET NW, GRAND RAPIDS, MI","[-85.6791437, 42.970358]"
"520 WATSON  SW, GRAND RAPIDS, MI","[-85.682452, 42.9610031]"
"524  BUTTERWORTH  SW, GRAND RAPIDS, MI","[-85.682149, 42.959521]"
"3745 DYKSTRA DR, WALKER, MI","[-85.76209860000002, 43.0217104]"
"2320 OAK INDUSTRIAL DRIVE NE, GRAND RAPIDS, MI","[-85.6124471, 42.97465320000001]"
"1593 PLAINFIELD AVE NE, GRAND RAPIDS, MI","[-85.6624549, 42.9917312]"
"507 PLYMOUTH NE, GRAND RAPIDS, MI","[-85.6290092, 42.9717626]"
"1340 MONROE NW, GRAND RAPIDS, MI","[-85.6704365, 42.9874926]"
"2351 OAK INDUSTRIAL DR, GRAND RAPIDS, MI","[-85.61120199999999, 42.9754776]"
"1230 MONROE AVE NW, GRAND RAPIDS, MI","[-85.6696541, 42.9858898]"
"601 MARYLAND AVENUE NE, GRAND RAPIDS, MI","[-85.61176429999999, 42.9739066]"
"2700 OAK INDUSTRIAL DRIVE N.E., GRAND RAPIDS, MI","[-85.6024849, 42.9742715]"
"4775 COIT AVE, GRAND RAPIDS, MI","[-85.6363563, 43.0497607]"
"700 WEALTHY SW, GRAND RAPIDS, MI","[-85.6847384, 42.9558165]"
"2555  OAK INDUSTRIAL DRIVE NE, GRAND RAPIDS, MI","[-85.6054175, 42.9752561]"
"3800 7 MILE NE, PLAINFLD TWP, MI","[-85.5752998, 43.0713814]"
"17350 LAKE MICHIGAN DR., WEST OLIVE, MI","[-86.2180731, 42.9696357]"
"1840 WEALTHY ST SE, GRAND RAPIDS, MI","[-85.62276899999999, 42.9537711]"
"840 COTTAGE GROVE, GRAND RAPIDS, MI","[-85.64725419999999, 42.9349047]"
"55 COTTAGE GROVE STREET SW, GRAND RAPIDS, MI","[-85.6693331, 42.9361131]"
"739 COTTAGE GROVE SE, GRAND RAPIDS, MI","[-85.6497892, 42.9360943]"
"1415 STEELE AVENUE, S.W., GRAND RAPIDS, MI","[-85.6761537, 42.9376607]"
"1266 WALLEN SW, GRAND RAPIDS, MI","[-85.6744286, 42.9390756]"
"900 HYNES AVENUE SW, GRAND RAPIDS, MI","[-85.67505039999999, 42.9462895]"
"1057 COTTAGE GROVE SE, GRAND RAPIDS, MI","[-85.6417608, 42.93563770000001]"
"1445 FULLER AVE SE, GRAND RAPIDS, MI","[-85.6390309, 42.9365964]"
"210 HALL ST. SW, GRAND RAPIDS, MI","[-85.6728639, 42.9411036]"
"2020 NELSON SE, GRAND RAPIDS, MI","[-85.638714, 42.9269439]"
"1501 BUCHANAN SW, GRAND RAPIDS, MI","[-85.6728662, 42.9362443]"
"50 COTTAGE GROVE SW, GRAND RAPIDS, MI","[-85.6693331, 42.9348987]"
"1601 MADISON AVE, GRAND RAPIDS, MI","[-85.6600235, 42.9342431]"
"1251 PHILLIPS SW, GRAND RAPIDS, MI","[-85.67418789999999, 42.938687]"
"955 36TH ST, GRAND RAPIDS, MI","[-85.64461039999999, 42.8988603]"
"3951 TRADE DR. SE, GRAND RAPIDS, MI","[-85.638509, 42.88968999999999]"
"3700 EASTERN AVE SE, GRAND RAPIDS, MI","[-85.64492349999999, 42.8964898]"
"4141 EASTERN AVE SE, GRAND RAPIDS, MI","[-85.6459012, 42.8891149]"
"2235 29TH ST SE, GRAND RAPIDS, MI","[-85.610961, 42.91073979999999]"
"2900 KALAMAZOO SE, GRAND RAPIDS, MI","[-85.6270658, 42.9106337]"
"3761 EASTERN AVE SE, GRAND RAPIDS, MI","[-85.64685899999999, 42.89517250000001]"
"3450 EASTERN AVE SE, GRAND RAPIDS, MI","[-85.64194150000002, 42.9018025]"
"3679 29TH ST SE, GRAND RAPIDS, MI","[-85.57624460000001, 42.9098614]"
"3353 EASTERN SE, GRAND RAPIDS, MI","[-85.6484129, 42.9021437]"
"1125 41ST STREET SE, GRAND RAPIDS, MI","[-85.638616, 42.8883287]"
"4384 KALAMAZOO AVE, KENTWOOD, MI","[-85.6256001, 42.8839755]"
"5353  BROADMOOR AVENUE SE, KENTWOOD, MI","[-85.5531683, 42.8643782]"
"4047 EASTERN AVENUE SE, WYOMING, MI","[-85.6475012, 42.88972769999999]"
"4247 EASTERN AVE, WYOMING, MI","[-85.6470195, 42.8868227]"
"4047 EASTERN AVE, WYOMING, MI","[-85.6475012, 42.88972769999999]"
"1337 JUDD AVE SW, GRAND RAPIDS, MI","[-85.7020983, 42.9391681]"
"7500 CLYDE PARK SW, GRAND RAPIDS, MI","[-85.68236999999999, 42.8283741]"
"1251 JUDD STREET SW, GRAND RAPIDS, MI","[-85.70127860000001, 42.9398422]"
"1475 GEZON PARKWAY SW, GRAND RAPIDS, MI","[-85.70053109999999, 42.8619436]"
"1236 JUDD ST. SW., GRAND RAPIDS, MI","[-85.70025059999999, 42.9408444]"
"2020 CHICAGO DRIVE SW, GRAND RAPIDS, MI","[-85.715542, 42.9300039]"
"1721 CHICAGO DRIVE SW, GRAND RAPIDS, MI","[-85.7096746, 42.9358916]"
"1561 28TH ST SW, WYOMING, MI","[-85.7048265, 42.91384770000001]"
"2610 REMICO S W, WYOMING, MI","[-85.7290039, 42.9088941]"
"2100 BURLINGAME AVE SW, WYOMING, MI","[-85.70318689999999, 42.9226603]"
"2140 CHICAGO DR, WYOMING, MI","[-85.7162912, 42.9300503]"
"5003 CLYDE PARK SW, WYOMING, MI","[-85.6843153, 42.8728167]"
"2505 THORNWOOD, WYOMING, MI","[-85.7269817, 42.9184581]"
"5851 CROSS ROADS COMMERCE PARKWAY, WYOMING, MI","[-85.70711639999999, 42.8580069]"
"2940 STAFFORD SW, WYOMING, MI","[-85.67478969999999, 42.9105073]"
"1845 CHICAGO DRIVE SW, WYOMING, MI","[-85.7125504, 42.9348404]"
"210 28TH STREET, S.E., GRAND RAPIDS, MI","[-85.6624882, 42.91176830000001]"
"6869 EAST PARIS AVE  SE, DUTTON, MI","[-85.5679699, 42.8383926]"
"4690 60TH STREET, CALEDONIA, MI","[-85.54858399999999, 42.8539398]"
"5350 CORPORATE GROVE BOULEVARD, GRAND RAPIDS, MI","[-85.53949659999999, 42.86735849999999]"
"5500 44TH ST. SE, GRAND RAPIDS, MI","[-85.5296043, 42.884505]"
"4100 BROADMOOR AVENUE SE, GRAND RAPIDS, MI","[-85.56841810000002, 42.8892957]"
"4910 KRAFT AVE SE, GRAND RAPIDS, MI","[-85.5276281, 42.8746692]"
"3570 RALEIGH DRIVE SE, GRAND RAPIDS, MI","[-85.5339439, 42.899413]"
"4930 KRAFT AVENUE SE, GRAND RAPIDS, MI","[-85.52469119999999, 42.8740608]"
"5037 FALCON VIEW DR SE, GRAND RAPIDS, MI","[-85.5509969, 42.872121]"
"5445 INTERNATIONAL PKWY SE, GRAND RAPIDS, MI","[-85.53141970000001, 42.8647994]"
"3559 KRAFT AVE, GRAND RAPIDS, MI","[-85.5301625, 42.8991897]"
"3290 PATTERSON AVE SW, GRAND RAPIDS, MI","[-85.5458178, 42.903558]"
